"id","date","time","long","lat","depth","mag","src"
"6237","1967-06-22","20:53:59","-77.8","-2.33","36","4.2","ISC"
"6236","1967-06-23","17:24:47","-77.72","-2.34","25","4","ISC"
"6234","1967-06-25","05:56:54","-77.7","-2.3","52","4","ISC"
"6231","1967-07-13","21:01:37","-77.35","-1.49","216","4.4","ISC"
"6228","1967-07-24","04:35:49","-77.5","-2.24","15","4","ISC"
"6227","1967-07-29","09:48:29","-78.6","-1.04","3","4.1","ISC"
"6218","1967-10-06","14:45:21","-77.99","-1.49","177","4","ISC"
"6214","1967-10-22","06:39:05","-78.7","-0.72","33","4","ISC"
"6211","1967-11-04","16:26:49","-77.67","-2.75","94.4","5.8","ISC"
"6208","1967-11-19","06:58:55","-78.37","-1.11","6","4.3","ISC"
"6097","1968-07-24","22:31:36","-77.72","-2.55","25.6","4.8","ISC"
"6093","1968-08-02","07:33:02","-78.8","-1.1","41","4","ISC"
"6082","1968-10-12","07:54:40","-77.63","-1.5","181.4","4.4","ISC"
"6080","1968-10-30","15:56:24","-77.4","-1.42","165","3.8","ISC"
"6077","1968-11-09","23:23:36","-77.49","-1.16","209","4.5","ISC"
"6070","1968-12-04","15:41:38","-78.4","-1.2","30","4.2","ISC"
"6057","1969-02-22","02:52:57","-77.2","-2.02","158","3.9","ISC"
"6047","1969-03-30","20:14:07","-77.22","-1.97","173","4.8","ISC"
"6037","1969-05-31","11:07:18","-77.76","-1.73","162.7","5","ISC"
"6034","1969-06-18","13:53:52","-78.03","-2.51","123","4.3","ISC"
"6023","1969-08-08","07:47:30","-78.65","-1.04","33","4.5","ISC"
"5986","1970-05-22","15:41:57","-78.03","-1.66","171","4.3","ISC"
"5982","1970-07-17","12:49:00","-77.27","-1.76","175.1","4.9","ISC"
"5970","1970-11-14","14:01:11","-77.92","-1.65","184","4.4","ISC"
"5966","1970-12-09","11:28:34","-77.74","-1.47","176.2","5","ISC"
"5882","1971-05-13","05:40:51","-78.49","-1.3","45.6","4.8","ISC"
"5881","1971-05-17","06:04:08","-77.66","-1.67","171.6","6.7","ISC"
"5880","1971-05-20","17:04:38","-77.76","-1.57","186.7","4.3","ISC"
"5875","1971-07-08","03:02:37","-78.54","-0.89","20.5","4.1","ISC"
"5870","1971-07-26","21:02:48","-77.36","-2.83","109.4","7.3","ISC"
"5864","1971-09-16","10:49:35","-78.8","-1.14","5.2","4.5","ISC"
"5863","1971-09-29","00:48:16","-77.89","-1.73","160.9","4.1","ISC"
"5857","1971-11-27","17:26:48","-77.89","-1.76","169.6","4.5","ISC"
"5855","1971-12-20","20:07:20","-77.46","-2.03","175.3","4.4","ISC"
"5854","1971-12-21","05:52:19","-77.8","-1.46","168.8","4.3","ISC"
"5842","1972-04-06","10:26:17","-77.88","-1.4","172.5","5","ISC"
"5840","1972-04-09","16:42:21","-78.06","-1.54","179.6","4.5","ISC"
"5828","1972-07-29","11:02:49","-77.95","-1.48","164.1","4.6","ISC"
"5818","1972-12-25","23:24:53","-78.72","-1.07","6","4.4","USGS-NEIC"
"5813","1973-01-25","08:06:10","-77.72","-1.5","192.1","4.4","ISC"
"5808","1973-02-22","23:26:23","-78.19","-2.09","50.4","5.8","ISC"
"5807","1973-02-23","01:41:20","-78.23","-2.04","21.8","4.9","ISC"
"5806","1973-02-23","18:10:52","-78.44","-2.25","21.3","4.5","ISC"
"5805","1973-03-01","12:49:06","-78.1","-2.16","72.2","4.8","ISC"
"5795","1973-05-03","10:50:35","-78.39","-1.97","72","4.1","USGS-NEIC"
"5793","1973-05-29","23:38:02","-78.47","-2.29","104.5","5.6","ISC"
"5792","1973-06-04","08:14:30","-77.79","-1.31","177","4.3","USGS-NEIC"
"5784","1973-08-01","05:35:10","-77.81","-2.74","71.2","4.2","ISC"
"5774","1973-12-10","14:28:15","-77.71","-1.43","181.5","5.4","ISC"
"5766","1974-02-24","21:45:23","-78.02","-1.57","174.6","4.2","ISC"
"5762","1974-03-28","16:22:46","-78.13","-3.24","35","4.1","USGS-NEIC"
"5736","1974-09-19","03:23:14","-77.84","-2.44","120.7","4.2","ISC"
"5729","1974-10-21","02:15:07","-78.64","-1.12","4","3.9","USGS-NEIC"
"5700","1975-07-28","20:12:47","-77.88","-1.43","178.1","4.6","ISC"
"5684","1976-01-24","11:57:33","-77.69","-3","59","4.2","USGS-NEIC"
"5682","1976-02-18","21:28:33","-77.78","-1.47","191.4","4.4","ISC"
"5681","1976-03-19","03:21:53","-77.73","-1.26","189.9","4.6","ISC"
"5671","1976-07-15","18:05:16","-77.78","-1.34","195.6","4.3","ISC"
"5666","1976-10-04","18:36:13","-78.61","-0.68","50.7","5.1","ISC"
"5665","1976-10-05","11:36:33","-78.77","-0.62","49.1","5","ISC"
"5664","1976-10-06","04:12:36","-78.72","-0.72","3.6","5.7","ISC"
"5660","1976-10-10","01:19:25","-78.72","-0.74","48.8","4.9","ISC"
"5658","1976-10-26","19:05:50","-77.98","-1.24","26.2","5.2","ISC"
"5656","1976-11-26","18:43:42","-77.64","-1.37","203.3","4.4","ISC"
"5652","1977-01-12","22:27:22","-77.67","-1.54","181","4.7","USGS-NEIC"
"5647","1977-03-17","11:58:42","-78.77","-0.65","33","4.5","USGS-NEIC"
"5646","1977-03-19","01:28:18","-77.69","-1.57","198.6","4.4","ISC"
"5624","1977-06-27","13:57:22","-77.13","-1.78","25.2","4.9","ISC"
"5615","1977-11-03","00:05:11","-77.74","-1.77","160.8","4.6","ISC"
"5614","1977-11-12","11:57:58","-77.77","-1.74","170","4.5","USGS-NEIC"
"5613","1978-01-24","15:20:28","-77.94","-1.71","131","4.6","USGS-NEIC"
"5608","1978-04-07","04:52:06","-78.32","-1.69","54.3","4.3","ISC"
"5593","1978-07-13","00:38:07","-77.56","-2.37","77","3.9","USGS-NEIC"
"5591","1978-07-22","02:40:04","-77.78","-1.29","202","4.4","ISC"
"5584","1978-09-10","23:21:57","-78.16","-2.08","166.4","4.3","ISC"
"5580","1978-11-08","19:36:56","-77.86","-1.42","171.3","4.8","ISC"
"5579","1978-11-11","16:47:56","-78.02","-1.92","157.8","4.2","ISC"
"5576","1978-12-18","08:37:31","-77.52","-1.39","168","4.2","ISC"
"5572","1979-01-16","21:12:52","-77.74","-1.24","196.8","4.4","ISC"
"5559","1979-03-26","11:07:00","-77.51","-1.57","177.6","4.4","ISC"
"5557","1979-04-05","21:41:21","-77.7","-1.65","192.6","4.4","ISC"
"5553","1979-04-29","20:04:24","-77.76","-1.6","245.2","4.4","ISC"
"5548","1979-06-01","20:32:52","-77.91","-1.65","167.1","4.4","ISC"
"5405","1980-03-28","10:39:40","-77.89","-1.79","170.4","4.6","ISC"
"5385","1980-07-23","03:43:55","-78.36","-2.31","126.2","4.2","ISC"
"5383","1980-07-29","06:43:44","-77.8","-1.51","173.6","4.5","ISC"
"5369","1980-09-03","13:48:37","-78.01","-1.91","158.9","4.7","ISC"
"5367","1980-09-14","18:41:59","-77.99","-1.84","171.8","4.1","ISC"
"5363","1980-10-08","17:01:36","-77.65","-1.4","189.1","6","ISC"
"5358","1980-11-12","03:19:48","-77.82","-1.13","33","4.1","ISC"
"5339","1981-02-18","18:24:56","-77.45","-1.8","191","4.6","ISC"
"5333","1981-03-25","21:46:46","-77.88","-1.61","173.1","4.4","ISC"
"5326","1981-04-29","12:51:45","-77.37","-1.46","189.7","4.2","ISC"
"5293","1981-10-04","15:03:54","-77.33","-1.51","198.4","5.4","ISC"
"5290","1981-10-12","23:33:09","-78.07","-1.69","171.9","4.3","ISC"
"5284","1981-11-18","20:13:37","-78","-1.72","170","4.6","ISC"
"5282","1981-12-05","23:31:08","-77.65","-1.4","193","4.5","ISC"
"5266","1982-03-05","20:27:32","-77.66","-1.34","200","4.3","ISC"
"5254","1982-05-07","20:25:17","-77.87","-1.63","172.9","4.8","ISC"
"5247","1982-05-20","07:10:51","-77.95","-1.57","166.2","5.3","ISC"
"5238","1982-08-07","17:44:36","-77.84","-1.63","178","4.3","ISC"
"5237","1982-08-08","01:02:27","-78.03","-1.8","166.5","4.3","ISC"
"5231","1982-09-22","02:53:39","-77.59","-1.74","189.7","4.4","ISC"
"5223","1982-11-16","14:46:49","-78.39","-1.5","33","4.7","ISC"
"5217","1982-12-31","12:09:09","-77.97","-1.51","167.8","4.5","ISC"
"5212","1983-02-25","20:27:53","-78.39","-1.05","33","4.4","ISC"
"5201","1983-04-27","16:06:03","-77.66","-1.78","51.2","4.9","ISC"
"5183","1983-09-07","23:34:51","-77.77","-1.54","196.6","4.2","ISC"
"5166","1983-12-30","04:31:58","-77.56","-2.03","33","4.5","ISC"
"5163","1984-01-10","20:45:44","-78.19","-2.04","157.5","4.5","ISC"
"5143","1984-04-28","15:12:08","-78.09","-1.81","46.5","5.6","ISC"
"5142","1984-04-28","16:43:50","-78.42","-2.11","70","4.7","ISC"
"5130","1984-08-10","00:00:20","-78.08","-2.03","72.4","4.6","ISC"
"5121","1984-11-01","18:30:54","-77.83","-1.72","169.4","4.2","ISC"
"5116","1984-12-27","03:07:45","-77.8","-1.37","176.7","4.4","ISC"
"5115","1985-01-08","03:57:29","-77.58","-1.3","208.5","4.3","ISC"
"5107","1985-02-10","09:27:45","-77.67","-1.53","196.2","4.3","ISC"
"5099","1985-03-18","17:57:35","-77.81","-1.36","184.8","4.4","ISC"
"5089","1985-06-24","11:20:14","-78.09","-1.95","55.2","5.1","ISC"
"5079","1985-08-13","07:54:38","-77.18","-1.99","159.5","4.7","ISC"
"5078","1985-08-27","09:52:13","-77.93","-1.5","175.5","4.4","ISC"
"5071","1985-10-21","17:03:32","-77.62","-1.47","198.3","4.2","ISC"
"5069","1985-11-12","10:12:12","-77.74","-1.43","199.5","4.6","ISC"
"5064","1985-12-12","12:32:37","-77.82","-1.75","164.3","4.8","ISC"
"5057","1986-01-28","01:51:47","-77.43","-1.81","163.6","5.4","ISC"
"5055","1986-02-22","13:47:21","-78.37","-2.13","33","4.8","ISC"
"5054","1986-03-24","16:38:06","-78.28","-1.91","33","4.8","ISC"
"5051","1986-03-28","16:19:24","-78.03","-1.51","159.8","4.8","ISC"
"5045","1986-05-13","18:10:56","-78.49","-1.96","132.9","4.2","ISC"
"5041","1986-05-24","12:01:18","-77.74","-1.41","182.3","4.6","ISC"
"5034","1986-07-13","14:02:42","-77.59","-3.08","122.4","4.5","ISC"
"5033","1986-07-29","04:56:25","-77.91","-2.25","189","4.4","USGS-NEIC"
"5032","1986-08-17","20:00:38","-77.35","-1.59","221.4","4.6","ISC"
"5031","1986-08-21","06:46:08","-77.94","-1.59","132","4.3","ISC"
"5029","1986-09-03","18:58:51","-77.75","-1.78","167","4.5","ISC"
"5028","1986-09-07","13:34:09","-78.1","-2.21","33","4.4","ISC"
"5022","1986-10-31","20:12:38","-77.43","-1.55","227.9","4.5","ISC"
"5021","1986-11-05","22:34:32","-78.55","-1.08","33","4.5","ISC"
"5020","1986-11-18","20:14:53","-77.43","-1.55","206.7","4.6","ISC"
"5010","1987-01-08","03:52:16","-78.07","-2.72","106.1","4.4","ISC"
"4978","1987-05-10","20:32:30","-77.51","-2.1","170.3","4.4","ISC"
"4976","1987-05-20","18:41:24","-77.42","-1.88","161.6","4.9","ISC"
"4974","1987-06-07","10:18:05","-77.72","-1.69","184.6","4.3","ISC"
"4970","1987-08-15","08:46:38","-78.07","-1.15","57","4.8","ISC"
"4969","1987-09-06","01:54:01","-77.39","-1.41","201.3","4.2","ISC"
"4966","1987-09-22","08:43:38","-78.03","-1","4.3","6.3","ISC"
"4964","1987-09-22","11:21:42","-78.08","-1.07","47.8","6","ISC"
"4961","1987-09-26","09:58:43","-78.08","-1.01","55.8","4.2","ISC"
"4958","1987-10-23","10:49:57","-78.03","-1.1","33","5","ISC"
"4952","1987-12-18","00:01:25","-77.76","-1.37","178.2","5.5","ISC"
"4937","1988-04-12","10:26:20","-77.57","-2.74","18.8","5.2","ISC"
"4930","1988-05-20","20:44:02","-77.73","-1.5","180.5","3.8","ISC"
"4918","1988-08-22","03:57:02","-77.66","-1.95","59","4.7","ISC"
"4916","1988-09-15","13:48:03","-77.84","-1.43","175","6.2","ISC"
"4915","1988-09-21","08:57:46","-77.91","-1.44","171","4.8","ISC"
"4909","1988-12-09","15:29:32","-77.63","-2.78","36","5.4","ISC"
"4908","1988-12-11","03:49:34","-77.69","-2.59","60.7","5.2","ISC"
"4907","1988-12-11","04:05:23","-77.57","-2.45","86.5","4.7","ISC"
"4906","1988-12-12","21:47:42","-78.04","-2.79","33","4.3","ISC"
"4904","1989-02-08","06:34:26","-77.39","-1.51","198.4","4.4","ISC"
"4892","1989-05-02","22:40:48","-78.23","-1.1","10","4.6","ISC"
"4889","1989-05-18","21:46:48","-77.83","-1.69","168.4","4.7","ISC"
"4887","1989-05-23","12:52:22","-77.43","-2.73","124.8","4.6","ISC"
"4884","1989-06-10","04:09:54","-77.71","-1.68","184.8","4","ISC"
"4878","1989-07-02","09:07:27","-77.64","-1.24","191.8","4.4","ISC"
"4874","1989-07-20","21:52:59","-77.63","-1.33","182.6","4.5","ISC"
"4871","1989-08-11","22:55:44","-77.86","-1.4","173.7","4.4","ISC"
"4870","1989-08-15","19:17:23","-77.65","-2.25","52","4.9","ISC"
"4856","1989-10-24","12:29:43","-77.71","-2.72","44.9","4.9","ISC"
"4847","1989-12-03","14:27:12","-77.77","-1.78","104","4.7","ISC"
"4845","1989-12-17","02:32:34","-78.16","-1.13","67.7","4.8","ISC"
"4828","1990-03-09","03:11:02","-78.39","-1.64","160","3.9","ISC"
"4827","1990-03-12","02:32:09","-78.37","-1.09","10","3.9","ISC"
"4823","1990-03-18","20:12:20","-77.9","-1.67","164.4","4.2","ISC"
"4817","1990-04-21","14:26:42","-77.62","-2.99","34","4.4","ISC"
"4794","1990-06-25","13:34:59","-77.93","-1.45","193","4.5","USGS-NEIC"
"4781","1990-09-26","02:55:48","-77.15","-1.91","174.6","4.3","ISC"
"4771","1990-11-23","17:15:00","-78.05","-1.77","159.5","4.6","ISC"
"4770","1990-11-25","07:32:47","-77.71","-2.67","25.1","5.3","ISC"
"4755","1991-02-16","23:37:37","-77.96","-1.43","48.4","4.7","ISC"
"4753","1991-02-20","18:17:04","-77.95","-1.59","176","4.4","USGS-NEIC"
"4683","1991-05-13","14:58:11","-78.36","-1.1","33","3.7","USGS-NEIC"
"4680","1991-05-21","14:44:56","-77.87","-1.71","139","4.1","USGS-NEIC"
"4661","1991-10-06","11:07:53","-77.07","-1.86","179.3","4.6","ISC"
"4648","1991-12-12","02:12:57","-77.81","-1.53","204.4","4.2","ISC"
"4638","1992-03-28","04:26:44","-77.72","-1.39","178.5","4.2","ISC"
"4631","1992-07-14","18:04:58","-78.24","-2.79","128","3.7","ISC"
"4604","1992-12-26","09:57:40","-78.03","-1.02","12","5.8","ISC"
"4603","1992-12-26","11:08:57","-78.82","-1.05","10","3.9","ISC"
"4601","1992-12-28","01:32:33","-78.72","-1.22","10","3.7","ISC"
"4585","1993-05-24","06:10:59","-77.26","-1.49","203.4","4.8","ISC"
"4573","1993-10-03","23:34:38","-78.08","-1.87","50.7","4.9","ISC"
"4572","1993-10-08","03:21:54","-78.3","-2","35.4","4.6","ISC"
"4560","1994-01-25","00:41:15","-78.31","-1.45","153.3","5.4","IGEPN"
"4550","1994-05-08","03:42:13","-78.09","-1.33","147","4.4","IGEPN"
"4539","1994-07-02","05:18:10","-78.5","-2","133","4.1","IGEPN"
"4538","1994-07-07","17:54:11","-78.25","-1.01","9","5","IGEPN"
"4537","1994-07-18","13:15:37","-78.2","-1.36","150.8","4.5","IGEPN"
"4535","1994-07-31","05:13:34","-78.03","-1.78","168.8","3.7","IGEPN"
"4531","1994-09-01","06:32:29","-78.25","-1.11","7.52","4.1","IGEPN"
"4530","1994-09-16","16:19:30","-77.43","-2.81","110.8","4.5","ISC"
"4518","1994-12-16","03:12:10","-78.13","-1.69","152.3","4.4","IGEPN"
"4516","1995-01-06","21:13:23","-78.2","-1.53","145.4","5.4","IGEPN"
"4512","1995-02-02","17:09:07","-78.4","-3.01","109.6","4.3","ISC"
"4511","1995-02-09","10:22:37","-77.99","-2.48","49.4","4.2","ISC"
"4509","1995-02-12","18:19:49","-77.89","-1.21","160.1","3.8","IGEPN"
"4502","1995-03-28","04:09:58","-78.09","-2.01","4.46","4.7","IGEPN"
"4499","1995-04-14","09:12:54","-77.84","-1.68","149.9","5.4","IGEPN"
"4498","1995-04-30","00:21:06","-78.24","-1.11","3.8","3.9","IGEPN"
"4493","1995-05-30","19:06:38","-78.24","-1.71","162.2","4.2","IGEPN"
"4484","1995-07-06","08:41:19","-78.21","-1.44","159.6","4","IGEPN"
"4480","1995-07-24","20:12:02","-77.59","-1.47","15.3","4.1","ISC"
"4476","1995-08-12","00:04:12","-78.12","-1.37","161.5","4.1","IGEPN"
"4471","1995-10-01","21:33:22","-78.24","-2.58","108.2","4.2","ISC"
"4470","1995-10-02","20:51:24","-78","-2.77","12.6","7","IGEPN"
"4469","1995-10-02","20:57:06","-77.78","-2.65","40.5","5.5","ISC"
"4468","1995-10-02","21:10:46","-78.03","-2.71","33","4.8","ISC"
"4467","1995-10-02","21:33:35","-77.97","-2.88","6.2","4.1","ISC"
"4466","1995-10-02","21:53:24","-78.44","-2.87","23","5.3","ISC"
"4465","1995-10-02","22:03:39","-78.45","-3.07","33","4.7","ISC"
"4464","1995-10-02","23:15:11","-78.42","-3.04","33","4.7","ISC"
"4463","1995-10-02","23:26:25","-78.19","-3.11","33","4.4","ISC"
"4462","1995-10-02","23:32:52","-78.22","-2.87","33","3.9","ISC"
"4461","1995-10-02","23:46:35","-78.07","-2.68","5.2","4.2","IGEPN"
"4460","1995-10-02","23:58:22","-77.89","-2.75","35.8","4.4","ISC"
"4459","1995-10-03","00:20:30","-77.81","-2.74","44.3","4.8","ISC"
"4458","1995-10-03","01:19:07","-77.87","-2.77","0","3.9","IGEPN"
"4457","1995-10-03","01:27:27","-77.97","-2.74","7.1","5.1","IGEPN"
"4456","1995-10-03","01:31:50","-77.94","-2.74","35","4.6","ISC"
"4455","1995-10-03","01:43:31","-78.16","-2.73","50.5","4.3","ISC"
"4454","1995-10-03","02:05:13","-78.11","-2.48","33","4.2","ISC"
"4453","1995-10-03","02:10:22","-77.82","-2.64","65.4","4.1","ISC"
"4452","1995-10-03","02:38:18","-77.57","-2.35","33","4.1","ISC"
"4451","1995-10-03","04:30:54","-78.02","-2.91","25.1","4.6","ISC"
"4450","1995-10-03","05:06:02","-78.03","-2.63","3.4","4.7","IGEPN"
"4449","1995-10-03","05:16:31","-77.78","-2.59","12","4.4","IGEPN"
"4448","1995-10-03","06:09:56","-78.3","-2.8","0","4.2","IGEPN"
"4447","1995-10-03","06:12:19","-78.01","-2.71","3.9","4.3","IGEPN"
"4446","1995-10-03","06:39:52","-77.98","-2.73","8.6","4.6","IGEPN"
"4445","1995-10-03","07:44:59","-78","-2.74","0.8","6.4","IGEPN"
"4444","1995-10-03","08:12:35","-77.59","-2.7","69.6","4","ISC"
"4443","1995-10-03","08:21:11","-77.59","-2.49","15.2","4.3","ISC"
"4442","1995-10-03","09:17:36","-78.03","-2.87","68","4","ISC"
"4441","1995-10-03","09:29:31","-78.04","-2.7","5.8","4.6","IGEPN"
"4440","1995-10-03","09:54:25","-77.86","-2.99","16","4.4","ISC"
"4439","1995-10-03","10:07:55","-77.98","-2.85","56.1","4.3","ISC"
"4438","1995-10-03","12:01:01","-77.9","-2.77","6","5.6","IGEPN"
"4437","1995-10-03","13:04:31","-77.73","-2.91","55.3","4.5","ISC"
"4436","1995-10-03","13:13:59","-77.9","-2.72","39.9","4.4","ISC"
"4435","1995-10-03","14:59:04","-78.23","-2.52","16","4.5","IGEPN"
"4434","1995-10-03","15:08:03","-78.16","-2.53","16","4.5","IGEPN"
"4432","1995-10-03","18:22:42","-78.04","-2.65","2.3","4.3","IGEPN"
"4431","1995-10-03","20:14:46","-77.95","-2.91","20","3.7","ISC"
"4429","1995-10-04","00:08:30","-78.12","-2.88","47.1","4.2","ISC"
"4428","1995-10-04","01:18:57","-77.84","-2.73","15","4.4","ISC"
"4427","1995-10-04","01:33:47","-77.88","-2.88","16.7","4","ISC"
"4426","1995-10-04","02:23:16","-77.41","-2.3","44.3","4.2","ISC"
"4425","1995-10-04","03:38:08","-77.8","-2.71","15","5.3","ISC"
"4424","1995-10-04","06:33:48","-78.09","-3.31","33","4.3","ISC"
"4423","1995-10-04","07:41:13","-77.51","-2.8","81.3","3.9","ISC"
"4422","1995-10-04","07:56:43","-77.62","-2.6","60.8","4.6","ISC"
"4421","1995-10-04","17:45:19","-77.91","-2.66","3.49","4.5","IGEPN"
"4420","1995-10-04","18:59:55","-78.01","-3.16","84.2","4.3","ISC"
"4419","1995-10-04","19:16:54","-78.03","-2.94","55.9","4.4","ISC"
"4418","1995-10-04","20:12:18","-78.17","-2.68","16","4.2","IGEPN"
"4417","1995-10-04","20:37:00","-77.84","-2.72","54.1","5.2","ISC"
"4416","1995-10-04","21:44:20","-78","-2.67","6","4.8","IGEPN"
"4415","1995-10-04","23:33:23","-78.05","-2.67","2.7","4.2","IGEPN"
"4414","1995-10-05","07:03:26","-78.01","-2.7","11.1","4.5","IGEPN"
"4413","1995-10-05","19:13:48","-78.02","-2.83","36.8","4.5","ISC"
"4412","1995-10-06","13:04:56","-78","-2.72","1.7","4.8","IGEPN"
"4411","1995-10-06","18:12:25","-77.97","-2.78","4.8","4.4","IGEPN"
"4410","1995-10-06","18:16:29","-77.92","-2.8","0.7","4.1","IGEPN"
"4409","1995-10-07","00:52:52","-78.01","-2.77","2.2","4.5","IGEPN"
"4408","1995-10-07","04:14:25","-78.04","-2.62","1","4.6","IGEPN"
"4407","1995-10-07","04:57:54","-78.04","-2.61","2.5","4.3","IGEPN"
"4406","1995-10-07","06:02:15","-77.56","-2.69","33","4.3","USGS-NEIC"
"4405","1995-10-07","09:15:36","-77.96","-2.84","30.8","4.6","ISC"
"4404","1995-10-07","16:19:54","-77.73","-2.8","53.2","4.7","ISC"
"4403","1995-10-07","16:27:07","-77.97","-2.8","8.3","5.7","IGEPN"
"4402","1995-10-07","16:37:16","-77.67","-2.65","33","4.5","ISC"
"4401","1995-10-07","19:00:08","-77.88","-2.83","47","4.2","ISC"
"4400","1995-10-08","05:26:38","-78","-2.62","0.7","5.4","IGEPN"
"4399","1995-10-08","05:38:46","-78.06","-2.63","1.5","4.3","IGEPN"
"4398","1995-10-08","06:06:03","-78.11","-2.81","52.1","4.3","ISC"
"4397","1995-10-10","09:49:45","-77.79","-2.94","12.83","4.4","IGEPN"
"4396","1995-10-10","12:07:45","-77.82","-2.98","0","4.4","IGEPN"
"4394","1995-10-11","04:52:51","-78.35","-2.89","33","4.4","ISC"
"4393","1995-10-11","21:37:29","-77.65","-3.25","8","4.3","ISC"
"4392","1995-10-13","15:39:16","-78","-2.82","0","4.1","IGEPN"
"4391","1995-10-14","03:18:58","-77.98","-2.76","5.5","4.4","IGEPN"
"4390","1995-10-14","22:46:34","-77.98","-2.83","4.5","4.2","IGEPN"
"4389","1995-10-17","21:24:36","-78.07","-2.69","5.4","4.7","IGEPN"
